"AllocatedMethodId","AllocatedResourceId","AllocatedResourceName","AllocatedTags","BilledCost","BillingAccountId","BillingAccountName","BillingAccountType","BillingCurrency","BillingPeriodEnd","BillingPeriodStart","CapacityReservationId","CapacityReservationStatus","ChargeCategory","ChargeClass","ChargeDescription","ChargePeriodEnd","ChargePeriodStart","CommitmentDiscountCategory","CommitmentDiscountId","CommitmentDiscountName","CommitmentDiscountQuantity","CommitmentDiscountStatus","CommitmentDiscountType","CommitmentDiscountUnit","ConsumedQuantity","ConsumedUnit","ContractApplied","ContractedCost","ContractedUnitPrice","EffectiveCost","HostProviderName","InvoiceIssuerName","ListCost","ListUnitPrice","PricingCategory","PricingCurrency","PricingQuantity","PricingUnit","ProviderName","PublisherName","RegionId","RegionName","ResourceId","ResourceName","ResourceType","ServiceCategory","ServiceName","ServiceProviderName","SkuId","SkuMeter","SkuPriceDetails","SkuPriceId","SubAccountId","SubAccountName","SubAccountType","Tags","AllocatedMethodDetails","AvailabilityZone","ChargeFrequency","InvoiceId","ServiceSubcategory","PricingCurrencyContractedUnitPrice","PricingCurrencyEffectiveCost","PricingCurrencyListUnitPrice"
"AllocatedMethodId-6896","AllocatedResourceId-4215","AllocatedResourceName-1167","{}",199.143765,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Credit",NULL,"Cloud SQL Database Instance in Iowa","2024-09-25T07:00:00Z","2024-09-25T06:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,245.8565,2.9356,199.143765,"Google","Google",289.247375,3.4537,"Dynamic","USD",83.75,"Hours","Google","Google","us-central1","Iowa",NULL,NULL,NULL,"Databases","Cloud SQL","Google","9YJ64L6RVTDG6IK4","Cloud SQL Hours",NULL,"KADL9NS8IOIJDQFR.R5RNI7HE","proj-helios-dev","helios-dev","BillingAccount","{""environment"": ""dev"", ""team"": ""platform""}",NULL,NULL,"One-Time","INV-202409-65241","Relational Databases",2.9356,199.143765,3.4537
"AllocatedMethodId-5520","AllocatedResourceId-2095","AllocatedResourceName-7342","{}",465.075027,"8a93b2c1-1234-4abc-9def-0123456789ab","Contoso Cloud","BillingProfile","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Purchase",NULL,"Azure Load Balancer Load Balancer in East US","2024-09-02T13:00:00Z","2024-09-02T12:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,465.075027,3.3577,0,"Microsoft","Microsoft",494.75771999999995,3.5720,"Standard","USD",138.51,"Hours","Microsoft","Microsoft","eastus","East US","/subscriptions/8a93b2c1-1234-4abc-9def-0123456789ab/resourceGroups/rg-975/providers/Microsoft.Compute/virtualMachines/vm-9359",NULL,"Load Balancer","Networking","Azure Load Balancer","Microsoft","I6F0VD0QZMADWO23","Azure Load Balancer Hours",NULL,"3WZG8OIEBKF0E4TY.CK7NHBQP","sub-9a1f","Production","BillingProfile","{""environment"": ""dev"", ""application"": ""AtlasPortal""}",NULL,NULL,"One-Time","INV-202409-80937","Application Networking",3.3577,0,3.5720
"AllocatedMethodId-6252","AllocatedResourceId-5367","AllocatedResourceName-3478","{}",268.88399625,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Oracle Object Storage Bucket in US East (Ashburn)","2024-09-09T16:00:00Z","2024-09-09T15:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,250.5500000000,"GB",NULL,358.511995,1.4309,268.88399625,"Oracle","Oracle",459.633975,1.8345,"Standard","USD",250.55,"GB","Oracle","Oracle","us-ashburn-1","US East (Ashburn)","ocid1.instance.oc1.us-ashburn-1.003f3682503a",NULL,"Bucket","Storage","Oracle Object Storage","Oracle","F6ZXXDTSQTC21ZMT","Oracle Object Storage GB",NULL,"MO0WATYK3MIKYI1H.FSJQN0IV","ocid1.compartment.oc1..prod","production","Tenancy","{""team"": ""infra"", ""application"": ""BrightSourceCore""}",NULL,NULL,"Usage-Based","INV-202409-95792","Object Storage",1.4309,268.88399625,1.8345
"AllocatedMethodId-7335","AllocatedResourceId-9237","AllocatedResourceName-7263","{}",110.3380731,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"AWS Lambda Function in US East (N. Virginia)","2024-09-22T01:00:00Z","2024-09-22T00:00:00Z","Usage","cd-859541","commit-9541",NULL,"Used","Committed Use Discount",NULL,49.0500000000,"Requests",NULL,128.300085,2.6157,110.3380731,"AWS","AWS",152.736795,3.1139,"Committed","USD",49.05,"Requests","AWS","AWS","us-east-1","US East (N. Virginia)","arn:aws:ec2:us-east-1:123456789012:instance/i-003a2ba10882",NULL,"Function","Compute","AWS Lambda","AWS","S3LXDX8POPQMCPEF","AWS Lambda Requests",NULL,"X75ZBXRX3YR5V3ZR.VMXP1X4R","663626350770","Zenith Apollo","BillingAccount","{""owner"": ""g.hopper"", ""team"": ""payments"", ""business_unit"": ""OsloData""}",NULL,NULL,"Usage-Based","INV-202409-61514","Serverless Compute",2.6157,110.3380731,3.1139
"AllocatedMethodId-1296","AllocatedResourceId-1491","AllocatedResourceName-9751","{}",263.09483424,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Amazon Simple Queue Service Queue in US West (Oregon)","2024-09-06T10:00:00Z","2024-09-06T09:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,184.9800000000,"Requests",NULL,316.981728,1.7136,263.09483424,"AWS","AWS",495.28395,2.6775,"Standard","USD",184.98,"Requests","AWS","AWS","us-west-2","US West (Oregon)","arn:aws:ec2:us-west-2:123456789012:instance/i-003be106ba6b",NULL,"Queue","Integration","Amazon Simple Queue Service","AWS","UXYZT2LHPA3RIPXH","Amazon Simple Queue Service Requests",NULL,"RLYHSDQ8MPK0HTUT.ND20O3OG","438839167390","Zenith Eclipse","BillingAccount","{""cost_center"": ""CC-2042"", ""application"": ""BrightSourceCore""}",NULL,NULL,"Usage-Based","INV-202409-99216","Messaging",1.7136,263.09483424,2.6775
"AllocatedMethodId-3919","AllocatedResourceId-3097","AllocatedResourceName-2076","{}",56.7339345,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Amazon Simple Queue Service Queue in Europe (Ireland)","2024-09-07T02:00:00Z","2024-09-07T01:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,274.5000000000,"Requests",NULL,79.90695000000001,0.2911,56.7339345,"AWS","AWS",126.819,0.4620,"Other","USD",274.50,"Requests","AWS","AWS","eu-west-1","Europe (Ireland)","arn:aws:ec2:eu-west-1:123456789012:instance/i-0096f637041f",NULL,"Queue","Integration","Amazon Simple Queue Service","AWS","DH5MKB70VJO232I1","Amazon Simple Queue Service Requests",NULL,"ZU0MM3AHRDCWJ28E.BXU7CCBJ","517389287820","Atlas Nimbus","BillingAccount","{""business_unit"": ""LisbonOps"", ""environment"": ""staging"", ""team"": ""growth""}",NULL,NULL,"Usage-Based","INV-202409-73418","Messaging",0.2911,56.7339345,0.4620
"AllocatedMethodId-8692","AllocatedResourceId-7506","AllocatedResourceName-2501","{}",242.61487348,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Cloud Storage Bucket in Singapore","2024-09-29T07:00:00Z","2024-09-29T06:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,302.1100000000,"GiB",NULL,263.711819,0.8729,242.61487348,"Google","Google",342.471896,1.1336,"Standard","USD",302.11,"GiB","Google","Google","asia-southeast1","Singapore","//compute.googleapis.com/projects/helios-labs/zones/asia-southeast1-a/instances/inst-5161",NULL,"Bucket","Storage","Cloud Storage","Google","MYWWJ7ZLBL5PWIXW","Cloud Storage GiB",NULL,"NPJKJ2OM7LASX4OW.OIO11F6W","proj-helios-dev","helios-dev","BillingAccount","{""cost_center"": ""CC-2042"", ""application"": ""BrightSourceCore""}",NULL,NULL,"Usage-Based","INV-202409-14555","Object Storage",0.8729,242.61487348,1.1336
"AllocatedMethodId-6530","AllocatedResourceId-4458","AllocatedResourceName-7088","{}",125.66457288,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Elastic Load Balancing Load Balancer in Asia Pacific (Sydney)","2024-09-22T20:00:00Z","2024-09-22T19:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,393.9600000000,"LCU-Hours",NULL,190.400868,0.4833,125.66457288,"AWS","AWS",237.991236,0.6041,"Dynamic","USD",393.96,"LCU-Hours","AWS","AWS","ap-southeast-2","Asia Pacific (Sydney)","arn:aws:ec2:ap-southeast-2:123456789012:instance/i-00716201defd",NULL,"Load Balancer","Networking","Elastic Load Balancing","AWS","9O99LF51Q8QZ4MU2","Elastic Load Balancing LCU-Hours",NULL,"QIJNNJJK6BGSQJW9.JLLWZDYL","517389287820","Atlas Nimbus","BillingAccount","{""application"": ""NimbusAPI""}",NULL,"ap-southeast-2a","Usage-Based","INV-202409-90993","Application Networking",0.4833,125.66457288,0.6041
"AllocatedMethodId-7159","AllocatedResourceId-4465","AllocatedResourceName-6259","{}",12.28941888,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Amazon Simple Queue Service Queue in US West (Oregon)","2024-09-21T11:00:00Z","2024-09-21T10:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,57.3800000000,"Requests",NULL,13.358064,0.2328,12.28941888,"AWS","AWS",15.905736000000001,0.2772,"Other","USD",57.38,"Requests","AWS","AWS","us-west-2","US West (Oregon)","arn:aws:ec2:us-west-2:123456789012:instance/i-00370e23da75",NULL,"Queue","Integration","Amazon Simple Queue Service","AWS","9UJAEOYLZD6SZO4X","Amazon Simple Queue Service Requests",NULL,"YEUR4CXUQELEXF1R.EEVV1RBF","663626350770","Zenith Apollo","BillingAccount","{""team"": ""growth""}",NULL,"eu-west-1c","Usage-Based","INV-202409-85527","Messaging",0.2328,12.28941888,0.2772
"AllocatedMethodId-2888","AllocatedResourceId-2502","AllocatedResourceName-7262","{}",33.930468,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Oracle Load Balancer Load Balancer in UK South (London)","2024-09-08T22:00:00Z","2024-09-08T21:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,405.6000000000,"Hours",NULL,34.2732,0.0845,33.930468,"Oracle","Oracle",36.86904,0.0909,"Standard","USD",405.60,"Hours","Oracle","Oracle","uk-london-1","UK South (London)","ocid1.instance.oc1.uk-london-1.002fc7794f1b",NULL,"Load Balancer","Networking","Oracle Load Balancer","Oracle","IFJTEMP1Z383ZC74","Oracle Load Balancer Hours",NULL,"NEK154OFLI2YB3V7.8480WPNT","ocid1.compartment.oc1..dev","development","Tenancy",NULL,NULL,NULL,"Usage-Based","INV-202409-36609","Application Networking",0.0845,33.930468,0.0909
"AllocatedMethodId-8231","AllocatedResourceId-2295","AllocatedResourceName-2800","{}",274.871457,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Purchase",NULL,"Cloud SQL Database Instance in Belgium","2024-09-22T21:00:00Z","2024-09-22T20:00:00Z","Spend","cd-226931","commit-6931",NULL,"Used","Savings Plan",NULL,NULL,NULL,NULL,274.871457,0.8631,0,"Google","Google",289.329995,0.9085,"Committed","USD",318.47,"Hours","Google","Google","europe-west1","Belgium","//compute.googleapis.com/projects/helios-labs/zones/europe-west1-a/instances/inst-1769",NULL,"Database Instance","Databases","Cloud SQL","Google","DAI093ZTT815ZT22","Cloud SQL Hours",NULL,"TF0MYW1CQVCB0PWU.O4MCYR1L","proj-helios-prod","helios-prod","BillingAccount","{""team"": ""growth"", ""business_unit"": ""LisbonOps""}",NULL,NULL,"Recurring","INV-202409-70870","Relational Databases",0.8631,0,0.9085
"AllocatedMethodId-6377","AllocatedResourceId-9200","AllocatedResourceName-7883","{}",734.29288764,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Cloud Storage Bucket in Northern Virginia","2024-09-14T17:00:00Z","2024-09-14T16:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,296.7900000000,"GiB",NULL,992.287686,3.3434,734.29288764,"Google","Google",1066.9897290000001,3.5951,"Standard","USD",296.79,"GiB","Google","Google","us-east4","Northern Virginia","//compute.googleapis.com/projects/helios-labs/zones/us-east4-a/instances/inst-2710",NULL,"Bucket","Storage","Cloud Storage","Google","PFUS79VZWS01PTVQ","Cloud Storage GiB",NULL,"SOTQETHZPPQR2SOR.0QB79KJO","proj-helios-prod","helios-prod","BillingAccount",NULL,NULL,"us-central1-a","Usage-Based","INV-202409-16257","Object Storage",3.3434,734.29288764,3.5951
"AllocatedMethodId-8722","AllocatedResourceId-1037","AllocatedResourceName-8049","{}",1058.6465152,"8a93b2c1-1234-4abc-9def-0123456789ab","Contoso Cloud","BillingProfile","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Azure Functions Function App in UK South","2024-09-10T08:00:00Z","2024-09-10T07:00:00Z","Spend","cd-204604","commit-4604",NULL,"Used","Reserved Instance",NULL,321.2800000000,"Executions",NULL,1091.3881599999997,3.3970,1058.6465152,"Microsoft","Microsoft",1417.3909759999997,4.4117,"Committed","USD",321.28,"Executions","Microsoft","Microsoft","uksouth","UK South","/subscriptions/8a93b2c1-1234-4abc-9def-0123456789ab/resourceGroups/rg-52/providers/Microsoft.Compute/virtualMachines/vm-3565",NULL,"Function App","Compute","Azure Functions","Microsoft","T7WMS0XV4IICPACT","Azure Functions Executions",NULL,"R1TYEJODBJWGIHN3.VZW7ZMVV","sub-4d3e","Sandbox","BillingProfile","{""team"": ""payments"", ""environment"": ""prod"", ""application"": ""NimbusAPI""}",NULL,NULL,"Usage-Based","INV-202409-92313","Serverless Compute",3.3970,1058.6465152,4.4117
"AllocatedMethodId-7078","AllocatedResourceId-1787","AllocatedResourceName-4353","{}",190.70335644,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Tax",NULL,"Tax charge in US West (Oregon)","2024-09-12T04:00:00Z","2024-09-12T03:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,190.70335644,NULL,190.70335644,"AWS","AWS",190.70335644,NULL,NULL,"USD",NULL,NULL,"AWS","AWS",NULL,NULL,NULL,NULL,NULL,"Other","Tax","AWS",NULL,NULL,NULL,NULL,"517389287820","Atlas Nimbus","BillingAccount",NULL,NULL,NULL,"One-Time","INV-202409-81046","Other (Security)",NULL,190.70335644,NULL
"AllocatedMethodId-3612","AllocatedResourceId-4259","AllocatedResourceName-4293","{}",342.848808,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Purchase",NULL,"Cloud Storage Bucket in Belgium","2024-09-07T18:00:00Z","2024-09-07T17:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,342.848808,0.7992,0,"Google","Google",418.093654,0.9746,"Standard","USD",428.99,"GiB","Google","Google","europe-west1","Belgium","//compute.googleapis.com/projects/helios-labs/zones/europe-west1-a/instances/inst-9249",NULL,"Bucket","Storage","Cloud Storage","Google","06Z8BC9UJRYDJF52","Cloud Storage GiB",NULL,"SE3QMCTNUDJO8XDK.K9R1ZVL2","proj-helios-dev","helios-dev","BillingAccount","{""business_unit"": ""MarseilleSRE""}",NULL,NULL,"Recurring","INV-202409-54141","Object Storage",0.7992,0,0.9746
"AllocatedMethodId-9953","AllocatedResourceId-8578","AllocatedResourceName-2664","{}",309.1187112,"8a93b2c1-1234-4abc-9def-0123456789ab","Contoso Cloud","BillingProfile","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Azure Functions Function App in West Europe","2024-09-11T00:00:00Z","2024-09-10T23:00:00Z","Spend","cd-123033","commit-3033",NULL,"Unused","Reserved Instance",NULL,NULL,NULL,NULL,454.58634,2.7534,309.1187112,"Microsoft","Microsoft",473.52331,2.8681,"Standard","USD",165.10,"Executions","Microsoft","Microsoft","westeurope","West Europe","/subscriptions/8a93b2c1-1234-4abc-9def-0123456789ab/resourceGroups/rg-445/providers/Microsoft.Compute/virtualMachines/vm-5230",NULL,"Function App","Compute","Azure Functions","Microsoft","4WUPDLRXNDFLO9Q5","Azure Functions Executions",NULL,"KPBNRICI8S3EBF3K.KISDXD20","sub-4d3e","Sandbox","BillingProfile","{""application"": ""NimbusAPI"", ""owner"": ""a.turing""}",NULL,"eastus-1","Usage-Based","INV-202409-43940","Serverless Compute",2.7534,309.1187112,2.8681
"AllocatedMethodId-5773","AllocatedResourceId-1590","AllocatedResourceName-4695","{}",285.5934405,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Oracle Functions Function in UK South (London)","2024-09-18T16:00:00Z","2024-09-18T15:00:00Z","Spend","cd-770898","commit-0898",NULL,"Unused","Committed Use Discount",NULL,NULL,NULL,NULL,380.791254,0.8139,285.5934405,"Oracle","Oracle",427.85797,0.9145,"Committed","USD",467.86,"Invocations","Oracle","Oracle","uk-london-1","UK South (London)","ocid1.instance.oc1.uk-london-1.003ce977f568",NULL,"Function","Compute","Oracle Functions","Oracle","V6ELJUCVYZ8SQ6JP","Oracle Functions Invocations",NULL,"5PM2ELGIFFDH736C.PW90DE3D","ocid1.compartment.oc1..dev","development","Tenancy",NULL,NULL,NULL,"Usage-Based","INV-202409-73534","Serverless Compute",0.8139,285.5934405,0.9145
"AllocatedMethodId-1169","AllocatedResourceId-7130","AllocatedResourceName-7185","{}",83.90392647,"8a93b2c1-1234-4abc-9def-0123456789ab","Contoso Cloud","BillingProfile","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Azure SQL Database SQL Database in East US","2024-09-27T11:00:00Z","2024-09-27T10:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,89.1100000000,"Hours",NULL,92.202117,1.0347,83.90392647,"Microsoft","Microsoft",141.845298,1.5918,"Standard","USD",89.11,"Hours","Microsoft","Microsoft","eastus","East US","/subscriptions/8a93b2c1-1234-4abc-9def-0123456789ab/resourceGroups/rg-369/providers/Microsoft.Compute/virtualMachines/vm-5861",NULL,"SQL Database","Databases","Azure SQL Database","Microsoft","QPO93LKBXSJJHYLY","Azure SQL Database Hours",NULL,"UQYMMA8MMSST2BT6.756VAR3B","sub-4d3e","Sandbox","BillingProfile",NULL,NULL,"westeurope-2","Usage-Based","INV-202409-31785","Relational Databases",1.0347,83.90392647,1.5918
"AllocatedMethodId-6564","AllocatedResourceId-2590","AllocatedResourceName-4187","{}",227.60244,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Compute Engine VM Instance in Singapore","2024-09-30T03:00:00Z","2024-09-30T02:00:00Z","Usage","cd-267728","commit-7728",NULL,"Used","Savings Plan",NULL,351.0000000000,"Hours",NULL,264.654,0.7540,227.60244,"Google","Google",318.84839999999997,0.9084,"Committed","USD",351.00,"Hours","Google","Google","asia-southeast1","Singapore","//compute.googleapis.com/projects/helios-labs/zones/asia-southeast1-a/instances/inst-3027",NULL,"VM Instance","Compute","Compute Engine","Google","B0FZW8FJIBXKJSHE","Compute Engine Hours",NULL,"U0NCJUUZO1P3J0LS.LC1YEVQ6","proj-helios-prod","helios-prod","BillingAccount","{""team"": ""growth"", ""owner"": ""g.hopper""}",NULL,"europe-west1-b","Usage-Based","INV-202409-13547","Virtual Machines",0.7540,227.60244,0.9084
"AllocatedMethodId-6362","AllocatedResourceId-7352","AllocatedResourceName-7581","{}",28.50111171,"8a93b2c1-1234-4abc-9def-0123456789ab","Contoso Cloud","BillingProfile","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Azure Load Balancer Load Balancer in East US","2024-09-28T23:00:00Z","2024-09-28T22:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,21.8100000000,"Hours",NULL,41.305958999999994,1.8939,28.50111171,"Microsoft","Microsoft",62.583794999999995,2.8695,"Standard","USD",21.81,"Hours","Microsoft","Microsoft","eastus","East US","/subscriptions/8a93b2c1-1234-4abc-9def-0123456789ab/resourceGroups/rg-991/providers/Microsoft.Compute/virtualMachines/vm-8164",NULL,"Load Balancer","Networking","Azure Load Balancer","Microsoft","LEXS6HX8J18085ZT","Azure Load Balancer Hours",NULL,"AGH7UQ98DYTTIACY.L65274PU","sub-9a1f","Production","BillingProfile",NULL,NULL,NULL,"Usage-Based","INV-202409-78259","Application Networking",1.8939,28.50111171,2.8695
"AllocatedMethodId-4168","AllocatedResourceId-9912","AllocatedResourceName-7488","{}",90.3023459,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"BigQuery Dataset in Singapore","2024-09-26T11:00:00Z","2024-09-26T10:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,148.1000000000,"GiB",NULL,101.46331,0.6851,90.3023459,"Google","Google",133.51215,0.9015,"Standard","USD",148.10,"GiB","Google","Google","asia-southeast1","Singapore","//compute.googleapis.com/projects/helios-labs/zones/asia-southeast1-a/instances/inst-8764",NULL,"Dataset","Analytics","BigQuery","Google","ECSKQ8NHS56HF42J","BigQuery GiB",NULL,"0R7GK6MH9BDO110B.KADAWMK8","proj-helios-prod","helios-prod","BillingAccount",NULL,NULL,"us-central1-a","Usage-Based","INV-202409-54126","Data Warehouses",0.6851,90.3023459,0.9015
"AllocatedMethodId-8554","AllocatedResourceId-2037","AllocatedResourceName-9656","{}",314.15339472,"8a93b2c1-1234-4abc-9def-0123456789ab","Contoso Cloud","BillingProfile","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Virtual Machines Virtual Machine in East US","2024-09-27T23:00:00Z","2024-09-27T22:00:00Z","Spend","cd-472536","commit-2536",NULL,"Used","Savings Plan",NULL,135.0800000000,"Hours",NULL,383.113896,2.8362,314.15339472,"Microsoft","Microsoft",598.60702,4.4315,"Standard","USD",135.08,"Hours","Microsoft","Microsoft","eastus","East US","/subscriptions/8a93b2c1-1234-4abc-9def-0123456789ab/resourceGroups/rg-690/providers/Microsoft.Compute/virtualMachines/vm-450",NULL,"Virtual Machine","Compute","Virtual Machines","Microsoft","POL9N6YNN40F6VH8","Virtual Machines Hours",NULL,"ZLZ3GP19TGAEMJ6K.MOJG86OW","sub-2b7c","Staging","BillingProfile","{""cost_center"": ""CC-2042"", ""application"": ""NimbusAPI"", ""owner"": ""a.turing""}",NULL,"westeurope-2","Usage-Based","INV-202409-34488","Virtual Machines",2.8362,314.15339472,4.4315
"AllocatedMethodId-4662","AllocatedResourceId-5470","AllocatedResourceName-8129","{}",386.577756,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Oracle Autonomous Database Database in Australia East (Sydney)","2024-09-18T08:00:00Z","2024-09-18T07:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,325.3200000000,"Hours",NULL,515.437008,1.5844,386.577756,"Oracle","Oracle",687.2384999999999,2.1125,"Standard","USD",325.32,"Hours","Oracle","Oracle","ap-sydney-1","Australia East (Sydney)","ocid1.instance.oc1.ap-sydney-1.009cd2401a43",NULL,"Database","Databases","Oracle Autonomous Database","Oracle","GRPEI320H36HW08P","Oracle Autonomous Database Hours",NULL,"8TW5LBJZYXZ8YKWG.IU2NT6KV","ocid1.compartment.oc1..prod","production","Tenancy",NULL,NULL,NULL,"Usage-Based","INV-202409-52749","Relational Databases",1.5844,386.577756,2.1125
"AllocatedMethodId-2937","AllocatedResourceId-1514","AllocatedResourceName-3687","{}",129.3011797,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage","Correction","Amazon Simple Queue Service Queue in Europe (Ireland)","2024-09-25T18:00:00Z","2024-09-25T17:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,313.7000000000,"Requests",NULL,167.92361,0.5353,129.3011797,"AWS","AWS",223.88769,0.7137,"Standard","USD",313.70,"Requests","AWS","AWS","eu-west-1","Europe (Ireland)","arn:aws:ec2:eu-west-1:123456789012:instance/i-00dfd6186c39",NULL,"Queue","Integration","Amazon Simple Queue Service","AWS","3T5Q9WSZRE6M6TH0","Amazon Simple Queue Service Requests",NULL,"3PS37VNZ88GYS8BQ.SUAK6ZAU","517389287820","Atlas Nimbus","BillingAccount","{""cost_center"": ""CC-2042"", ""owner"": ""a.turing""}",NULL,"us-east-1a","Usage-Based","INV-202409-32400","Messaging",0.5353,129.3011797,0.7137
