"BillingCurrency","ContractCommitmentCategory","ContractCommitmentCost","ContractCommitmentDescription","ContractCommitmentId","ContractCommitmentPeriodEnd","ContractCommitmentPeriodStart","ContractCommitmentQuantity","ContractCommitmentType","ContractCommitmentUnit","ContractId","ContractPeriodEnd","ContractPeriodStart"
"USD","Spend",8218.386599,"ContractCommitmentDescription 7704","contractcommitment-212157","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2542.893113,"Reserved Instance","Hours","contract-226611","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",1077.657473,"ContractCommitmentDescription 7790","contractcommitment-148759","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9266.265305,"Committed Use Discount","Hours","contract-909652","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",9638.547562,"ContractCommitmentDescription 1071","contractcommitment-656127","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7362.139303,"Committed Use Discount","Hours","contract-979562","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",1035.539611,"ContractCommitmentDescription 6273","contractcommitment-628597","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8813.90567,"Savings Plan","Hours","contract-386886","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",4127.454728,"ContractCommitmentDescription 9393","contractcommitment-413433","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8430.744313,"Committed Use Discount","Hours","contract-846454","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",6866.112973,"ContractCommitmentDescription 3173","contractcommitment-844904","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6500.863878,"Reserved Instance","Hours","contract-668843","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",6742.434855,"ContractCommitmentDescription 9747","contractcommitment-399817","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8774.77235,"Savings Plan","Hours","contract-648122","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",1999.024173,"ContractCommitmentDescription 3636","contractcommitment-400538","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6833.903287,"Reserved Instance","Hours","contract-824141","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",1024.800063,"ContractCommitmentDescription 4675","contractcommitment-878476","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6471.194443,"Savings Plan","Hours","contract-635740","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",9658.332136,"ContractCommitmentDescription 1881","contractcommitment-113595","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7436.699662,"Reserved Instance","Hours","contract-970300","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",7761.467451,"ContractCommitmentDescription 4170","contractcommitment-408467","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4488.149224,"Committed Use Discount","Hours","contract-296059","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",2791.122463,"ContractCommitmentDescription 5329","contractcommitment-236384","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1609.288498,"Savings Plan","Hours","contract-446620","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",7736.609499,"ContractCommitmentDescription 5934","contractcommitment-614379","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7899.081824,"Committed Use Discount","Hours","contract-176421","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",7862.582393,"ContractCommitmentDescription 3611","contractcommitment-536135","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5430.801551,"Savings Plan","Hours","contract-466375","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",2935.743572,"ContractCommitmentDescription 9691","contractcommitment-597923","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9966.310826,"Committed Use Discount","Hours","contract-220294","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",9588.968161,"ContractCommitmentDescription 6258","contractcommitment-499898","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9159.324303,"Reserved Instance","Hours","contract-369054","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",4868.047092,"ContractCommitmentDescription 5856","contractcommitment-783176","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1925.123879,"Committed Use Discount","Hours","contract-200617","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",2107.814749,"ContractCommitmentDescription 4492","contractcommitment-818699","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4242.094519,"Reserved Instance","Hours","contract-663876","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",7168.682838,"ContractCommitmentDescription 1620","contractcommitment-191772","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",732.480292,"Reserved Instance","Hours","contract-685193","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",4511.256637,"ContractCommitmentDescription 7626","contractcommitment-554059","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3164.042459,"Savings Plan","Hours","contract-660814","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",3577.001387,"ContractCommitmentDescription 9238","contractcommitment-211291","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2898.365988,"Committed Use Discount","Hours","contract-736030","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",4739.876774,"ContractCommitmentDescription 9740","contractcommitment-330545","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1363.814603,"Savings Plan","Hours","contract-409307","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",1232.351589,"ContractCommitmentDescription 1082","contractcommitment-700538","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5966.548875,"Committed Use Discount","Hours","contract-189261","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",1609.543576,"ContractCommitmentDescription 4617","contractcommitment-746850","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8347.483669,"Reserved Instance","Hours","contract-290167","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",6716.852491,"ContractCommitmentDescription 5107","contractcommitment-202972","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1974.175924,"Committed Use Discount","Hours","contract-446922","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",6195.157772,"ContractCommitmentDescription 4170","contractcommitment-433222","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4858.612303,"Savings Plan","Hours","contract-827143","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",1686.395109,"ContractCommitmentDescription 6131","contractcommitment-358133","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7856.601121,"Committed Use Discount","Hours","contract-390119","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",4453.579736,"ContractCommitmentDescription 6004","contractcommitment-610626","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5516.718262,"Reserved Instance","Hours","contract-982683","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",7274.253672,"ContractCommitmentDescription 1305","contractcommitment-990856","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5071.783113,"Reserved Instance","Hours","contract-906564","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",6539.081393,"ContractCommitmentDescription 3435","contractcommitment-483588","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3924.983458,"Committed Use Discount","Hours","contract-240384","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",5021.672697,"ContractCommitmentDescription 4913","contractcommitment-989173","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9640.002683,"Committed Use Discount","Hours","contract-893988","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",7359.198088,"ContractCommitmentDescription 8921","contractcommitment-476224","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",404.198261,"Savings Plan","Hours","contract-165914","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",5178.852298,"ContractCommitmentDescription 6918","contractcommitment-506945","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4696.74229,"Savings Plan","Hours","contract-141843","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",5786.314349,"ContractCommitmentDescription 3848","contractcommitment-494956","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6536.753131,"Savings Plan","Hours","contract-641760","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",8172.367652,"ContractCommitmentDescription 6653","contractcommitment-610511","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7926.574534,"Committed Use Discount","Hours","contract-626214","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",2115.171041,"ContractCommitmentDescription 4062","contractcommitment-265001","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3622.229442,"Committed Use Discount","Hours","contract-793223","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",4790.211634,"ContractCommitmentDescription 3641","contractcommitment-778700","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8333.649964,"Reserved Instance","Hours","contract-145240","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",8907.976715,"ContractCommitmentDescription 3406","contractcommitment-158627","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1663.413663,"Reserved Instance","Hours","contract-525151","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",8673.02399,"ContractCommitmentDescription 3794","contractcommitment-330019","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8303.635747,"Committed Use Discount","Hours","contract-933215","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",7241.867981,"ContractCommitmentDescription 6614","contractcommitment-575497","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5965.333625,"Reserved Instance","Hours","contract-496583","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",8265.141856,"ContractCommitmentDescription 2577","contractcommitment-286040","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4758.691855,"Committed Use Discount","Hours","contract-921945","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",8969.689528,"ContractCommitmentDescription 8069","contractcommitment-647403","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4206.8402,"Reserved Instance","Hours","contract-549793","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",4254.893969,"ContractCommitmentDescription 5170","contractcommitment-600318","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7658.588904,"Reserved Instance","Hours","contract-727354","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",5779.871458,"ContractCommitmentDescription 2930","contractcommitment-645009","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",71.940525,"Committed Use Discount","Hours","contract-821175","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",6515.759348,"ContractCommitmentDescription 5155","contractcommitment-373995","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8549.769263,"Savings Plan","Hours","contract-741603","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",1787.195978,"ContractCommitmentDescription 8925","contractcommitment-366105","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9885.08264,"Committed Use Discount","Hours","contract-911801","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",4465.948774,"ContractCommitmentDescription 3650","contractcommitment-205149","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2144.581415,"Savings Plan","Hours","contract-939756","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",4716.686601,"ContractCommitmentDescription 8133","contractcommitment-192422","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",640.804564,"Reserved Instance","Hours","contract-183927","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",7116.058317,"ContractCommitmentDescription 1941","contractcommitment-911187","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8202.287344,"Committed Use Discount","Hours","contract-560295","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",336.093514,"ContractCommitmentDescription 9364","contractcommitment-640869","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6984.497326,"Committed Use Discount","Hours","contract-806765","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",9968.171438,"ContractCommitmentDescription 7544","contractcommitment-470281","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6696.620464,"Savings Plan","Hours","contract-642892","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",3474.750889,"ContractCommitmentDescription 5530","contractcommitment-337288","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6063.63408,"Reserved Instance","Hours","contract-523579","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",5586.307129,"ContractCommitmentDescription 9243","contractcommitment-408545","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3399.658944,"Reserved Instance","Hours","contract-370211","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",7574.73285,"ContractCommitmentDescription 8517","contractcommitment-814703","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4607.204415,"Committed Use Discount","Hours","contract-605382","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",6769.129761,"ContractCommitmentDescription 4767","contractcommitment-939030","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3157.30694,"Savings Plan","Hours","contract-661671","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",6736.979168,"ContractCommitmentDescription 6603","contractcommitment-179721","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5545.51504,"Reserved Instance","Hours","contract-429119","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",4989.993404,"ContractCommitmentDescription 4271","contractcommitment-346269","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7354.290652,"Savings Plan","Hours","contract-340341","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",1198.784927,"ContractCommitmentDescription 2285","contractcommitment-808640","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9557.796841,"Savings Plan","Hours","contract-901368","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",8981.212004,"ContractCommitmentDescription 5501","contractcommitment-614646","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1828.718631,"Committed Use Discount","Hours","contract-517206","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",4783.200766,"ContractCommitmentDescription 9859","contractcommitment-134144","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5024.752121,"Savings Plan","Hours","contract-579404","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",118.199786,"ContractCommitmentDescription 4452","contractcommitment-497859","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5810.08219,"Savings Plan","Hours","contract-742544","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",4713.453647,"ContractCommitmentDescription 6621","contractcommitment-483699","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1839.136742,"Savings Plan","Hours","contract-539450","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",5714.097182,"ContractCommitmentDescription 4744","contractcommitment-953740","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",998.697409,"Savings Plan","Hours","contract-682316","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",4729.870245,"ContractCommitmentDescription 1159","contractcommitment-285186","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4215.20669,"Reserved Instance","Hours","contract-659921","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",3984.019019,"ContractCommitmentDescription 3676","contractcommitment-162952","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2154.67325,"Savings Plan","Hours","contract-979725","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",5603.500348,"ContractCommitmentDescription 5222","contractcommitment-460857","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",198.353336,"Reserved Instance","Hours","contract-812597","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",3551.090384,"ContractCommitmentDescription 9363","contractcommitment-611174","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7747.443671,"Savings Plan","Hours","contract-499581","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",4218.164878,"ContractCommitmentDescription 7631","contractcommitment-990136","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9070.730513,"Reserved Instance","Hours","contract-460317","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",6053.84973,"ContractCommitmentDescription 7479","contractcommitment-384424","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8876.918066,"Savings Plan","Hours","contract-572161","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",6620.225478,"ContractCommitmentDescription 2311","contractcommitment-320800","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1669.10465,"Reserved Instance","Hours","contract-166891","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",1039.28404,"ContractCommitmentDescription 3544","contractcommitment-188406","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6548.326755,"Savings Plan","Hours","contract-340497","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",285.71293,"ContractCommitmentDescription 6846","contractcommitment-440998","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8642.411416,"Savings Plan","Hours","contract-385647","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",6310.475226,"ContractCommitmentDescription 8126","contractcommitment-648887","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6397.86509,"Committed Use Discount","Hours","contract-464032","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",3657.833219,"ContractCommitmentDescription 5256","contractcommitment-263281","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3035.729156,"Reserved Instance","Hours","contract-954987","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",6877.699638,"ContractCommitmentDescription 9059","contractcommitment-892170","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4770.670705,"Reserved Instance","Hours","contract-936726","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",1885.709793,"ContractCommitmentDescription 8161","contractcommitment-513927","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2498.961178,"Committed Use Discount","Hours","contract-968668","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",5166.100619,"ContractCommitmentDescription 5454","contractcommitment-398505","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6484.57041,"Committed Use Discount","Hours","contract-532961","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",6368.927095,"ContractCommitmentDescription 8418","contractcommitment-385353","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7004.725979,"Savings Plan","Hours","contract-436219","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
