"BilledCost","BillingAccountId","BillingCurrency","BillingPeriodEnd","BillingPeriodStart","ChargeCategory","InvoiceDetailCreated","InvoiceDetailDescription","InvoiceDetailGrain","InvoiceDetailId","InvoiceDetailLastUpdated","InvoiceId","InvoiceIssueDate","InvoiceIssueStatus","InvoiceIssuerName","PaymentCurrency","PaymentCurrencyBilledCost","PaymentCurrencyInvoiceDetailId","PaymentDueDate","PaymentTerms","PurchaseOrderNumber","ReferenceInvoiceId"
8312.818087,"billingaccount-172518","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-17T00:00:00Z","InvoiceDetailDescription 9180","{}","invoicedetail-245939","2024-10-04T00:00:00Z","invoice-764100","2024-10-05T00:00:00Z","Issued","AWS","USD",2420.211677,"invoicedetail-245939","2024-10-21T00:00:00Z","Due on receipt","PO-261630","referenceinvoice-849979"
4792.346998,"billingaccount-520274","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-19T00:00:00Z","InvoiceDetailDescription 9300","{}","invoicedetail-825309","2024-10-02T00:00:00Z","invoice-538620","2024-10-05T00:00:00Z","Voided","Oracle","USD",367.651641,"invoicedetail-825309","2024-10-31T00:00:00Z","Net 60","PO-835716","referenceinvoice-951755"
6469.99848,"billingaccount-146448","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-28T00:00:00Z","InvoiceDetailDescription 7547","{}","invoicedetail-889245","2024-10-04T00:00:00Z","invoice-447704","2024-10-04T00:00:00Z","Issued","AWS","USD",1059.445516,"invoicedetail-889245","2024-10-16T00:00:00Z","Net 30","PO-371306","referenceinvoice-332785"
7723.422325,"billingaccount-717181","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-17T00:00:00Z","InvoiceDetailDescription 3469","{}","invoicedetail-461724","2024-10-06T00:00:00Z","invoice-125755","2024-10-05T00:00:00Z","Issued","Microsoft","USD",1045.49358,"invoicedetail-461724","2024-10-26T00:00:00Z","Net 60","PO-190025","referenceinvoice-221707"
7842.699975,"billingaccount-646428","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-20T00:00:00Z","InvoiceDetailDescription 6706","{}","invoicedetail-599292","2024-10-05T00:00:00Z","invoice-202365","2024-10-04T00:00:00Z","Issued","Microsoft","USD",7219.939433,"invoicedetail-599292","2024-10-25T00:00:00Z","Net 60","PO-434400","referenceinvoice-170437"
6479.699173,"billingaccount-810032","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-30T00:00:00Z","InvoiceDetailDescription 4996","{}","invoicedetail-641058","2024-10-02T00:00:00Z","invoice-282927","2024-10-02T00:00:00Z","Voided","Google","USD",1601.357112,"invoicedetail-641058","2024-10-19T00:00:00Z","Due on receipt","PO-547080","referenceinvoice-584498"
6404.788767,"billingaccount-553125","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-19T00:00:00Z","InvoiceDetailDescription 1478","{}","invoicedetail-873207","2024-10-11T00:00:00Z","invoice-743937","2024-10-03T00:00:00Z","Open","Microsoft","USD",4495.750114,"invoicedetail-873207","2024-10-15T00:00:00Z","Net 60","PO-507723","referenceinvoice-104666"
1017.520487,"billingaccount-662968","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-25T00:00:00Z","InvoiceDetailDescription 6993","{}","invoicedetail-441819","2024-10-05T00:00:00Z","invoice-306647","2024-10-02T00:00:00Z","Issued","Microsoft","USD",1139.549707,"invoicedetail-441819","2024-10-27T00:00:00Z","Due on receipt","PO-613261","referenceinvoice-653349"
5870.047146,"billingaccount-464825","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-12T00:00:00Z","InvoiceDetailDescription 8501","{}","invoicedetail-747351","2024-10-07T00:00:00Z","invoice-280908","2024-10-06T00:00:00Z","Voided","Google","USD",7059.883609,"invoicedetail-747351","2024-10-25T00:00:00Z","Net 60","PO-744333","referenceinvoice-718836"
3053.800025,"billingaccount-291936","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-27T00:00:00Z","InvoiceDetailDescription 3316","{}","invoicedetail-635638","2024-10-06T00:00:00Z","invoice-507333","2024-10-02T00:00:00Z","Issued","AWS","USD",5964.258174,"invoicedetail-635638","2024-10-16T00:00:00Z","Due on receipt","PO-502349","referenceinvoice-543588"
9191.609967,"billingaccount-281649","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-16T00:00:00Z","InvoiceDetailDescription 3733","{}","invoicedetail-613426","2024-10-11T00:00:00Z","invoice-402865","2024-10-06T00:00:00Z","Open","Microsoft","USD",1870.9858,"invoicedetail-613426","2024-11-04T00:00:00Z","Net 60","PO-749498","referenceinvoice-156215"
8152.159407,"billingaccount-688861","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-31T00:00:00Z","InvoiceDetailDescription 9109","{}","invoicedetail-529008","2024-10-08T00:00:00Z","invoice-817956","2024-10-03T00:00:00Z","Issued","Google","USD",4156.304353,"invoicedetail-529008","2024-10-16T00:00:00Z","Net 60","PO-612438","referenceinvoice-275377"
326.950869,"billingaccount-335765","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-13T00:00:00Z","InvoiceDetailDescription 5729","{}","invoicedetail-276379","2024-10-01T00:00:00Z","invoice-918665","2024-10-03T00:00:00Z","Issued","AWS","USD",5656.504612,"invoicedetail-276379","2024-10-19T00:00:00Z","Net 60","PO-676429","referenceinvoice-635618"
8232.82808,"billingaccount-484682","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-13T00:00:00Z","InvoiceDetailDescription 1681","{}","invoicedetail-896922","2024-10-02T00:00:00Z","invoice-853905","2024-10-04T00:00:00Z","Issued","AWS","USD",5463.532747,"invoicedetail-896922","2024-10-28T00:00:00Z","Net 60","PO-207391","referenceinvoice-871740"
3485.769768,"billingaccount-956401","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Usage","2024-08-22T00:00:00Z","InvoiceDetailDescription 8193","{}","invoicedetail-223088","2024-10-01T00:00:00Z","invoice-913308","2024-10-05T00:00:00Z","Open","Microsoft","USD",2098.781676,"invoicedetail-223088","2024-10-20T00:00:00Z","Due on receipt","PO-716482","referenceinvoice-822608"
6161.511998,"billingaccount-922974","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-12T00:00:00Z","InvoiceDetailDescription 4390","{}","invoicedetail-944565","2024-10-11T00:00:00Z","invoice-162241","2024-10-05T00:00:00Z","Voided","Google","USD",3508.15479,"invoicedetail-944565","2024-10-17T00:00:00Z","Net 60","PO-725850","referenceinvoice-664939"
2673.430663,"billingaccount-999695","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-21T00:00:00Z","InvoiceDetailDescription 2560","{}","invoicedetail-242175","2024-10-05T00:00:00Z","invoice-886530","2024-10-04T00:00:00Z","Issued","Microsoft","USD",9187.687118,"invoicedetail-242175","2024-10-29T00:00:00Z","Net 60","PO-787757","referenceinvoice-233051"
7614.735875,"billingaccount-809083","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-24T00:00:00Z","InvoiceDetailDescription 9019","{}","invoicedetail-249077","2024-10-03T00:00:00Z","invoice-705474","2024-10-04T00:00:00Z","Voided","Microsoft","USD",2687.171521,"invoicedetail-249077","2024-10-18T00:00:00Z","Net 60","PO-493396","referenceinvoice-573947"
2782.256879,"billingaccount-486999","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-29T00:00:00Z","InvoiceDetailDescription 8996","{}","invoicedetail-443187","2024-10-07T00:00:00Z","invoice-710224","2024-10-06T00:00:00Z","Open","AWS","USD",8689.077629,"invoicedetail-443187","2024-11-05T00:00:00Z","Due on receipt","PO-197666","referenceinvoice-866437"
2178.29935,"billingaccount-550513","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-20T00:00:00Z","InvoiceDetailDescription 9105","{}","invoicedetail-381581","2024-10-02T00:00:00Z","invoice-438548","2024-10-06T00:00:00Z","Issued","Oracle","USD",3377.551552,"invoicedetail-381581","2024-10-25T00:00:00Z","Due on receipt","PO-236937","referenceinvoice-693643"
995.747419,"billingaccount-921967","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-21T00:00:00Z","InvoiceDetailDescription 1266","{}","invoicedetail-230272","2024-10-11T00:00:00Z","invoice-999312","2024-10-02T00:00:00Z","Open","Oracle","USD",4412.859489,"invoicedetail-230272","2024-10-10T00:00:00Z","Net 30","PO-548580","referenceinvoice-312146"
6545.879644,"billingaccount-362552","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Usage","2024-08-22T00:00:00Z","InvoiceDetailDescription 7092","{}","invoicedetail-796787","2024-10-03T00:00:00Z","invoice-780432","2024-10-04T00:00:00Z","Open","Microsoft","USD",517.87275,"invoicedetail-796787","2024-10-13T00:00:00Z","Due on receipt","PO-420349","referenceinvoice-861253"
951.83678,"billingaccount-323788","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-18T00:00:00Z","InvoiceDetailDescription 2276","{}","invoicedetail-239145","2024-10-11T00:00:00Z","invoice-722518","2024-10-02T00:00:00Z","Open","Microsoft","USD",5194.442546,"invoicedetail-239145","2024-10-31T00:00:00Z","Net 60","PO-109738","referenceinvoice-108454"
708.283054,"billingaccount-501677","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Usage","2024-08-28T00:00:00Z","InvoiceDetailDescription 2678","{}","invoicedetail-208214","2024-10-07T00:00:00Z","invoice-428572","2024-10-03T00:00:00Z","Issued","Google","USD",8809.88995,"invoicedetail-208214","2024-10-25T00:00:00Z","Net 30","PO-501312","referenceinvoice-911032"
84.74742,"billingaccount-781595","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-27T00:00:00Z","InvoiceDetailDescription 8210","{}","invoicedetail-468247","2024-10-02T00:00:00Z","invoice-857524","2024-10-06T00:00:00Z","Open","Microsoft","USD",6280.800383,"invoicedetail-468247","2024-10-31T00:00:00Z","Net 30","PO-531709","referenceinvoice-746002"
7524.456465,"billingaccount-718213","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-25T00:00:00Z","InvoiceDetailDescription 6759","{}","invoicedetail-550246","2024-10-02T00:00:00Z","invoice-429780","2024-10-02T00:00:00Z","Open","Oracle","USD",2477.86375,"invoicedetail-550246","2024-10-13T00:00:00Z","Due on receipt","PO-188341","referenceinvoice-360221"
5177.491278,"billingaccount-634273","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-31T00:00:00Z","InvoiceDetailDescription 7418","{}","invoicedetail-409898","2024-10-11T00:00:00Z","invoice-777558","2024-10-04T00:00:00Z","Open","Google","USD",7838.015996,"invoicedetail-409898","2024-10-17T00:00:00Z","Net 30","PO-618927","referenceinvoice-504630"
5282.865009,"billingaccount-112653","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-24T00:00:00Z","InvoiceDetailDescription 6185","{}","invoicedetail-238394","2024-10-08T00:00:00Z","invoice-505629","2024-10-06T00:00:00Z","Voided","AWS","USD",4208.635343,"invoicedetail-238394","2024-10-15T00:00:00Z","Due on receipt","PO-816116","referenceinvoice-281162"
137.934257,"billingaccount-326222","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Usage","2024-08-29T00:00:00Z","InvoiceDetailDescription 1990","{}","invoicedetail-927630","2024-10-01T00:00:00Z","invoice-517307","2024-10-06T00:00:00Z","Voided","Oracle","USD",2864.878001,"invoicedetail-927630","2024-10-15T00:00:00Z","Due on receipt","PO-625387","referenceinvoice-904373"
5365.648161,"billingaccount-745972","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-18T00:00:00Z","InvoiceDetailDescription 5546","{}","invoicedetail-187657","2024-10-07T00:00:00Z","invoice-424960","2024-10-02T00:00:00Z","Open","Oracle","USD",5113.046983,"invoicedetail-187657","2024-10-29T00:00:00Z","Net 30","PO-947312","referenceinvoice-262924"
6986.758816,"billingaccount-865416","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-19T00:00:00Z","InvoiceDetailDescription 1948","{}","invoicedetail-356355","2024-10-10T00:00:00Z","invoice-190400","2024-10-02T00:00:00Z","Issued","Google","USD",1159.865815,"invoicedetail-356355","2024-10-18T00:00:00Z","Due on receipt","PO-738407","referenceinvoice-157701"
1372.117974,"billingaccount-111901","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-26T00:00:00Z","InvoiceDetailDescription 9133","{}","invoicedetail-463546","2024-10-02T00:00:00Z","invoice-648410","2024-10-02T00:00:00Z","Voided","Google","USD",7829.871015,"invoicedetail-463546","2024-10-31T00:00:00Z","Due on receipt","PO-371840","referenceinvoice-275073"
3350.110263,"billingaccount-550179","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-27T00:00:00Z","InvoiceDetailDescription 9582","{}","invoicedetail-166974","2024-10-05T00:00:00Z","invoice-375722","2024-10-02T00:00:00Z","Voided","Google","USD",9750.505878,"invoicedetail-166974","2024-10-09T00:00:00Z","Due on receipt","PO-180813","referenceinvoice-620248"
8593.597827,"billingaccount-274987","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-15T00:00:00Z","InvoiceDetailDescription 3577","{}","invoicedetail-367508","2024-10-06T00:00:00Z","invoice-910894","2024-10-02T00:00:00Z","Open","Oracle","USD",8942.684201,"invoicedetail-367508","2024-10-24T00:00:00Z","Due on receipt","PO-857888","referenceinvoice-220936"
2445.514504,"billingaccount-594681","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-15T00:00:00Z","InvoiceDetailDescription 7274","{}","invoicedetail-257375","2024-10-01T00:00:00Z","invoice-287654","2024-10-02T00:00:00Z","Open","Microsoft","USD",5528.647885,"invoicedetail-257375","2024-10-09T00:00:00Z","Due on receipt","PO-876644","referenceinvoice-787554"
9158.547649,"billingaccount-435476","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-24T00:00:00Z","InvoiceDetailDescription 2276","{}","invoicedetail-699298","2024-10-06T00:00:00Z","invoice-490917","2024-10-03T00:00:00Z","Open","Oracle","USD",5020.409426,"invoicedetail-699298","2024-10-23T00:00:00Z","Net 30","PO-288056","referenceinvoice-334026"
7735.274795,"billingaccount-425790","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-19T00:00:00Z","InvoiceDetailDescription 2415","{}","invoicedetail-679958","2024-10-02T00:00:00Z","invoice-578933","2024-10-05T00:00:00Z","Open","AWS","USD",3689.193592,"invoicedetail-679958","2024-10-21T00:00:00Z","Net 60","PO-691194","referenceinvoice-922615"
5916.90935,"billingaccount-617326","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-12T00:00:00Z","InvoiceDetailDescription 9954","{}","invoicedetail-897423","2024-10-04T00:00:00Z","invoice-934638","2024-10-05T00:00:00Z","Open","Google","USD",1505.663768,"invoicedetail-897423","2024-10-23T00:00:00Z","Net 60","PO-125071","referenceinvoice-344315"
3762.748305,"billingaccount-873935","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-31T00:00:00Z","InvoiceDetailDescription 2703","{}","invoicedetail-315161","2024-10-06T00:00:00Z","invoice-655550","2024-10-02T00:00:00Z","Open","Google","USD",4198.15842,"invoicedetail-315161","2024-10-30T00:00:00Z","Net 30","PO-249289","referenceinvoice-846221"
4130.568035,"billingaccount-490586","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-29T00:00:00Z","InvoiceDetailDescription 2391","{}","invoicedetail-708982","2024-10-01T00:00:00Z","invoice-200219","2024-10-03T00:00:00Z","Voided","Google","USD",1335.138503,"invoicedetail-708982","2024-10-26T00:00:00Z","Net 60","PO-178465","referenceinvoice-720647"
2916.760241,"billingaccount-992247","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-18T00:00:00Z","InvoiceDetailDescription 7438","{}","invoicedetail-834764","2024-10-11T00:00:00Z","invoice-972310","2024-10-03T00:00:00Z","Voided","AWS","USD",3262.515688,"invoicedetail-834764","2024-10-17T00:00:00Z","Net 60","PO-385166","referenceinvoice-344959"
1554.105513,"billingaccount-272359","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-25T00:00:00Z","InvoiceDetailDescription 8635","{}","invoicedetail-429287","2024-10-03T00:00:00Z","invoice-526259","2024-10-06T00:00:00Z","Open","AWS","USD",5359.245491,"invoicedetail-429287","2024-10-16T00:00:00Z","Net 30","PO-573869","referenceinvoice-423284"
8075.969047,"billingaccount-418992","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-23T00:00:00Z","InvoiceDetailDescription 1660","{}","invoicedetail-325465","2024-10-02T00:00:00Z","invoice-976530","2024-10-02T00:00:00Z","Issued","Oracle","USD",1483.237974,"invoicedetail-325465","2024-10-14T00:00:00Z","Due on receipt","PO-360276","referenceinvoice-473023"
8200.896158,"billingaccount-282313","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Usage","2024-08-15T00:00:00Z","InvoiceDetailDescription 7625","{}","invoicedetail-996114","2024-10-01T00:00:00Z","invoice-574167","2024-10-04T00:00:00Z","Voided","Oracle","USD",7480.784472,"invoicedetail-996114","2024-10-19T00:00:00Z","Net 30","PO-199326","referenceinvoice-584487"
8303.723319,"billingaccount-333086","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-27T00:00:00Z","InvoiceDetailDescription 4246","{}","invoicedetail-963684","2024-10-02T00:00:00Z","invoice-520040","2024-10-02T00:00:00Z","Issued","AWS","USD",6862.85262,"invoicedetail-963684","2024-10-10T00:00:00Z","Due on receipt","PO-188121","referenceinvoice-710610"
9024.960819,"billingaccount-564971","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-29T00:00:00Z","InvoiceDetailDescription 2506","{}","invoicedetail-988432","2024-10-01T00:00:00Z","invoice-969642","2024-10-02T00:00:00Z","Issued","Google","USD",1225.276593,"invoicedetail-988432","2024-10-15T00:00:00Z","Net 60","PO-153097","referenceinvoice-276149"
6832.129168,"billingaccount-281201","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-19T00:00:00Z","InvoiceDetailDescription 4517","{}","invoicedetail-296242","2024-10-08T00:00:00Z","invoice-388339","2024-10-02T00:00:00Z","Issued","Oracle","USD",4460.114306,"invoicedetail-296242","2024-10-21T00:00:00Z","Net 30","PO-136332","referenceinvoice-743937"
4790.3093,"billingaccount-191982","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-22T00:00:00Z","InvoiceDetailDescription 7275","{}","invoicedetail-243902","2024-10-08T00:00:00Z","invoice-539599","2024-10-05T00:00:00Z","Open","Microsoft","USD",6426.525256,"invoicedetail-243902","2024-10-29T00:00:00Z","Due on receipt","PO-361250","referenceinvoice-761393"
7814.351058,"billingaccount-460745","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-19T00:00:00Z","InvoiceDetailDescription 9231","{}","invoicedetail-437226","2024-10-06T00:00:00Z","invoice-507247","2024-10-05T00:00:00Z","Issued","AWS","USD",1798.158737,"invoicedetail-437226","2024-10-29T00:00:00Z","Net 60","PO-726121","referenceinvoice-329659"
3574.328927,"billingaccount-712356","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-23T00:00:00Z","InvoiceDetailDescription 3615","{}","invoicedetail-204998","2024-10-01T00:00:00Z","invoice-359896","2024-10-05T00:00:00Z","Voided","AWS","USD",2411.527952,"invoicedetail-204998","2024-10-28T00:00:00Z","Due on receipt","PO-955937","referenceinvoice-929672"
9352.060321,"billingaccount-986278","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-24T00:00:00Z","InvoiceDetailDescription 3885","{}","invoicedetail-348041","2024-10-10T00:00:00Z","invoice-721301","2024-10-05T00:00:00Z","Issued","AWS","USD",8062.102254,"invoicedetail-348041","2024-10-23T00:00:00Z","Due on receipt","PO-476211","referenceinvoice-720298"
5631.088909,"billingaccount-297377","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-20T00:00:00Z","InvoiceDetailDescription 9882","{}","invoicedetail-424065","2024-10-10T00:00:00Z","invoice-284084","2024-10-06T00:00:00Z","Issued","AWS","USD",379.637412,"invoicedetail-424065","2024-10-17T00:00:00Z","Net 30","PO-343923","referenceinvoice-730889"
3317.339936,"billingaccount-743966","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-31T00:00:00Z","InvoiceDetailDescription 3137","{}","invoicedetail-457311","2024-10-09T00:00:00Z","invoice-851763","2024-10-05T00:00:00Z","Open","Microsoft","USD",9187.807873,"invoicedetail-457311","2024-10-12T00:00:00Z","Net 60","PO-162448","referenceinvoice-122977"
